,image_id,cell_id,centroid-0,centroid-1
179,7,180,47,658
180,7,181,47,843
181,7,182,47,894
182,7,183,47,1639
183,7,184,46,1699
184,7,185,47,548
185,7,186,47,871
186,7,187,47,1211
187,7,188,48,1288
188,7,189,49,384
189,7,190,48,411
190,7,191,49,971
191,7,192,48,1536
192,7,193,49,1592
193,7,194,49,1882
194,7,195,49,955
195,7,196,49,1469
196,7,197,50,1788
197,7,198,50,40
198,7,199,50,187
199,7,200,51,331
200,7,201,51,1356
201,7,202,51,1515
202,7,203,50,2000
203,7,204,52,816
204,7,205,52,1311
205,7,206,51,1442
206,7,207,49,80
207,7,208,52,1225
208,7,209,52,1424
209,7,210,53,528
210,7,211,55,1240
211,7,212,52,1383
212,7,213,54,3
213,7,214,55,427
214,7,215,54,1892
215,7,216,56,261
216,7,217,57,281
217,7,218,56,464
218,7,219,56,577
219,7,220,55,776
220,7,221,55,1045
221,7,222,57,562
222,7,223,56,991
223,7,224,57,128
224,7,225,58,1325
225,7,226,58,1250
226,7,227,59,1347
227,7,228,60,1501
228,7,229,59,1523
229,7,230,60,1555
230,7,231,59,1802
231,7,232,60,2020
232,7,233,61,147
233,7,234,61,380
234,7,235,61,733
235,7,236,60,1029
236,7,237,62,1605
237,7,238,75,1719
238,7,239,61,302
239,7,240,61,484
240,7,241,61,750
241,7,242,61,793
242,7,243,61,939
243,7,244,63,54
244,7,245,62,691
245,7,246,61,860
246,7,247,63,1132
247,7,248,61,1189
248,7,249,63,1284
249,7,250,63,1590
250,7,251,64,587
251,7,252,63,1400
252,7,253,65,111
253,7,254,63,1162
254,7,255,65,1442
255,7,256,64,651
256,7,257,66,766
257,7,258,66,881
258,7,259,66,959
259,7,260,66,1215
260,7,261,66,1228
261,7,262,66,336
262,7,263,67,1270
263,7,264,66,1461
264,7,265,68,532
265,7,266,68,975
266,7,267,68,1366
267,7,268,68,1478
268,7,269,68,499
269,7,270,69,553
270,7,271,67,234
271,7,272,70,406
272,7,273,71,1098
273,7,274,70,1982
274,7,275,72,1507
275,7,276,71,1835
276,7,277,72,15
277,7,278,71,567
278,7,279,73,853
279,7,280,73,866
280,7,281,74,1325
281,7,282,73,249
282,7,283,73,1347
283,7,284,74,1383
284,7,285,74,1845
285,7,286,77,349
286,7,287,76,624
287,7,288,76,838
288,7,289,75,1302
289,7,290,76,308
290,7,291,76,474
291,7,292,78,913
292,7,293,77,1540
293,7,294,78,265
294,7,295,78,365
295,7,296,80,425
296,7,297,77,595
297,7,298,78,678
298,7,299,78,1006
299,7,300,77,1139
300,7,301,79,785
301,7,302,78,1285
302,7,303,79,1485
303,7,304,79,70
304,7,305,80,285
305,7,306,79,451
306,7,307,80,1576
307,7,308,80,1688
308,7,309,81,1022
309,7,310,81,391
310,7,311,81,888
311,7,312,83,929
312,7,313,81,1057
313,7,314,82,1075
314,7,315,81,1424
315,7,316,84,639
316,7,317,80,1255
317,7,318,82,1409
318,7,319,82,131
319,7,320,84,493
320,7,321,83,985
321,7,322,84,1121
322,7,323,83,1371
323,7,324,85,1514
324,7,325,86,1589
325,7,326,85,1274
326,7,327,85,1904
327,7,328,87,822
328,7,329,88,29
329,7,330,87,854
330,7,331,88,963
331,7,332,88,1152
332,7,333,90,1339
333,7,334,86,1443
334,7,335,88,1318
335,7,336,89,56
336,7,337,89,772
337,7,338,90,1558
338,7,339,93,1609
339,7,340,90,226
340,7,341,90,611
341,7,342,91,897
342,7,343,91,82
343,7,344,91,242
344,7,345,92,379
345,7,346,92,443
346,7,347,92,552
347,7,348,91,1139
348,7,349,92,1172
349,7,350,91,1231
350,7,351,91,1466
351,7,352,91,1658
352,7,353,91,2021
353,7,354,91,516
354,7,355,92,1105
355,7,356,94,275
356,7,357,94,504
357,7,358,93,922
358,7,359,94,1207
359,7,360,94,594
360,7,361,95,691
361,7,362,95,1483
362,7,363,96,174
363,7,364,97,580
364,7,365,96,755
365,7,366,96,1250
366,7,367,96,1396
367,7,368,97,112
368,7,369,96,357
369,7,370,97,880
370,7,371,96,994
371,7,372,96,1356
372,7,373,98,198
373,7,374,97,479
374,7,375,96,669
375,7,376,97,714
376,7,377,98,94
377,7,378,99,731
378,7,379,98,835
379,7,380,98,1574
380,7,381,99,260
381,7,382,99,1157
382,7,383,100,1290
383,7,384,101,1672
384,7,385,99,1781
385,7,386,101,312
386,7,387,100,701
387,7,388,102,792
388,7,389,101,1130
389,7,390,101,1188
390,7,391,99,1424
391,7,392,101,288
392,7,393,103,334
393,7,394,102,456
394,7,395,101,1004
395,7,396,102,1496
396,7,397,102,1626
397,7,398,102,1811
398,7,399,104,774
399,7,400,104,937
400,7,401,102,1525
401,7,402,103,1700
402,7,403,104,2012
403,7,404,105,623
404,7,405,104,859
405,7,406,105,896
406,7,407,105,1094
407,7,408,105,1172
408,7,409,106,493
409,7,410,105,566
410,7,411,105,959
411,7,412,106,1080
412,7,413,106,1273
413,7,414,103,1375
414,7,415,105,12
415,7,416,107,120
416,7,417,107,1222
417,7,418,106,1311
418,7,419,107,405
419,7,420,109,231
420,7,421,108,543
421,7,422,108,979
422,7,423,109,218
423,7,424,109,370
424,7,425,110,1463
425,7,426,110,1544
426,7,427,109,1610
427,7,428,110,1650
428,7,429,110,55
429,7,430,110,647
430,7,431,111,913
431,7,432,111,1159
432,7,433,110,1759
433,7,434,111,606
434,7,435,111,1238
435,7,436,113,470
436,7,437,113,760
437,7,438,113,825
438,7,439,112,1441
439,7,440,113,1573
440,7,441,111,1598
441,7,442,113,1798
442,7,443,114,39
443,7,444,115,300
444,7,445,114,739
445,7,446,114,880
446,7,447,114,1205
447,7,448,116,1052
448,7,449,113,72
449,7,450,115,686
450,7,451,115,843
451,7,452,115,1338
452,7,453,116,1986
453,7,454,116,783
454,7,455,118,1356
455,7,456,118,203
456,7,457,116,245
457,7,458,118,276
458,7,459,117,483
459,7,460,117,950
460,7,461,117,1480
461,7,462,116,1510
462,7,463,117,1820
463,7,464,119,591
464,7,465,121,1254
465,7,466,118,1422
466,7,467,118,181
467,7,468,120,808
468,7,469,119,859
469,7,470,119,1170
470,7,471,120,435
471,7,472,121,722
472,7,473,120,1131
473,7,474,120,1147
474,7,475,121,1218
475,7,476,119,1385
476,7,477,121,323
477,7,478,122,119
478,7,479,122,620
479,7,480,125,1844
480,7,481,123,348
481,7,482,124,416
482,7,483,123,556
483,7,484,119,1405
484,7,485,124,1862
485,7,486,126,168
486,7,487,125,449
487,7,488,125,1289
488,7,489,125,1313
489,7,490,126,1566
490,7,491,125,1620
491,7,492,122,379
492,7,493,127,765
493,7,494,127,1092
494,7,495,126,1275
495,7,496,126,1592
496,7,497,127,1605
497,7,498,128,19
498,7,499,128,40
499,7,500,127,464
500,7,501,128,580
501,7,502,129,10
502,7,503,130,1202
503,7,504,128,1460
504,7,505,129,1729
505,7,506,131,247
506,7,507,130,671
507,7,508,130,779
508,7,509,130,1548
509,7,510,130,1667
510,7,511,130,1929
511,7,512,132,334
512,7,513,132,1230
513,7,514,132,230
514,7,515,132,314
515,7,516,132,1064
516,7,517,132,1154
517,7,518,133,1326
518,7,519,132,1441
519,7,520,133,831
520,7,521,133,1045
521,7,522,134,1645
522,7,523,134,54
523,7,524,134,794
524,7,525,134,898
525,7,526,135,263
526,7,527,135,738
527,7,528,136,1012
528,7,529,136,1170
529,7,530,135,1381
530,7,531,137,535
531,7,532,136,815
532,7,533,136,919
533,7,534,138,363
534,7,535,138,402
535,7,536,137,659
536,7,537,139,710
537,7,538,137,724
538,7,539,138,1261
539,7,540,137,1534
540,7,541,139,209
541,7,542,138,518
542,7,543,137,878
543,7,544,139,1106
544,7,545,138,1687
545,7,546,139,190
546,7,547,137,387
547,7,548,140,695
548,7,549,139,863
549,7,550,140,1580
550,7,551,140,21
551,7,552,140,35
552,7,553,140,441
553,7,554,141,463
554,7,555,141,557
555,7,556,140,1475
556,7,557,142,350
557,7,558,141,419
558,7,559,141,937
559,7,560,141,1425
560,7,561,142,151
561,7,562,142,296
562,7,563,143,545
563,7,564,142,630
564,7,565,143,1212
565,7,566,143,1340
566,7,567,142,1360
567,7,568,144,1456
568,7,569,141,1508
569,7,570,142,1610
570,7,571,144,572
571,7,572,143,980
572,7,573,144,1274
573,7,574,144,1560
574,7,575,146,808
575,7,576,145,1190
576,7,577,144,1311
577,7,578,145,1491
578,7,579,146,7
579,7,580,145,324
580,7,581,145,1290
581,7,582,146,1949
582,7,583,146,2038
583,7,584,147,44
584,7,585,146,757
585,7,586,146,846
586,7,587,147,1078
587,7,588,147,1244
588,7,589,147,1919
589,7,590,147,276
590,7,591,148,780
591,7,592,148,1093
592,7,593,147,1158
593,7,594,149,338
594,7,595,151,430
595,7,596,150,825
596,7,597,149,993
597,7,598,148,1147
598,7,599,149,1440
599,7,600,149,1522
600,7,601,148,1766
601,7,602,150,1171
602,7,603,150,1223
603,7,604,152,234
604,7,605,152,643
605,7,606,151,1374
606,7,607,151,1394
607,7,608,153,1413
608,7,609,152,1816
609,7,610,152,28
610,7,611,152,1033
611,7,612,152,402
612,7,613,154,501
613,7,614,153,613
614,7,615,154,1260
615,7,616,153,1611
616,7,617,153,1714
617,7,618,156,177
618,7,619,154,448
619,7,620,156,472
620,7,621,155,872
621,7,622,156,112
622,7,623,156,311
623,7,624,156,530
624,7,625,158,795
625,7,626,157,856
626,7,627,157,965
627,7,628,157,1304
628,7,629,155,1574
629,7,630,157,257
630,7,631,159,141
631,7,632,158,1059
632,7,633,159,292
633,7,634,159,1431
634,7,635,160,1548
635,7,636,159,203
636,7,637,160,1454
637,7,638,162,1560
638,7,639,159,1753
639,7,640,160,1874
640,7,641,161,3
641,7,642,162,572
642,7,643,160,736
643,7,644,162,835
644,7,645,161,1104
645,7,646,163,1333
646,7,647,163,51
647,7,648,161,357
648,7,649,163,549
649,7,650,163,650
650,7,651,162,1013
651,7,652,163,1187
652,7,653,162,1380
653,7,654,162,1734
654,7,655,163,412
655,7,656,163,768
656,7,657,164,809
657,7,658,164,1157
658,7,659,163,1293
659,7,660,162,1351
660,7,661,163,1529
661,7,662,165,896
662,7,663,164,1274
663,7,664,164,1494
664,7,665,165,1625
665,7,666,164,934
666,7,667,166,1234
667,7,668,166,1476
668,7,669,164,1956
669,7,670,167,271
670,7,671,166,457
671,7,672,167,783
672,7,673,167,1586
673,7,674,167,1606
674,7,675,168,384
675,7,676,168,488
676,7,677,168,990
677,7,678,169,1937
678,7,679,168,29
679,7,680,168,125
680,7,681,169,242
681,7,682,170,299
682,7,683,170,640
683,7,684,170,680
684,7,685,169,1366
685,7,686,169,1571
686,7,687,170,219
687,7,688,170,1201
688,7,689,171,1316
689,7,690,171,433
690,7,691,171,1084
691,7,692,171,1217
692,7,693,171,1253
693,7,694,172,1464
694,7,695,172,1067
695,7,696,172,1443
696,7,697,173,1792
697,7,698,174,318
698,7,699,173,536
699,7,700,173,1394
700,7,701,174,1830
701,7,702,175,169
702,7,703,174,507
703,7,704,175,1286
704,7,705,174,1512
705,7,706,175,1645
706,7,707,176,339
707,7,708,176,664
708,7,709,176,1029
709,7,710,176,1050
710,7,711,176,1411
711,7,712,177,565
712,7,713,176,586
713,7,714,177,764
714,7,715,177,838
715,7,716,175,860
716,7,717,178,1534
717,7,718,176,1548
718,7,719,175,1768
719,7,720,177,96
720,7,721,177,700
721,7,722,177,880
722,7,723,178,912
723,7,724,178,962
724,7,725,178,1146
725,7,726,178,1485
726,7,727,179,2035
727,7,728,178,1326
728,7,729,179,1337
729,7,730,179,1615
730,7,731,179,254
731,7,732,180,358
732,7,733,179,795
733,7,734,180,820
734,7,735,180,1837
735,7,736,180,284
736,7,737,180,1184
737,7,738,181,1298
738,7,739,182,8
739,7,740,182,150
740,7,741,181,271
741,7,742,183,723
742,7,743,183,1499
743,7,744,182,1594
744,7,745,182,304
745,7,746,184,411
746,7,747,183,461
747,7,748,183,1195
748,7,749,183,1268
749,7,750,182,1430
750,7,751,182,1461
751,7,752,183,1717
752,7,753,184,116
753,7,754,181,479
754,7,755,184,901
755,7,756,184,1633
756,7,757,184,2009
757,7,758,184,183
758,7,759,184,443
759,7,760,185,223
760,7,761,186,512
761,7,762,185,1008
762,7,763,186,1059
763,7,764,186,1369
764,7,765,185,1572
765,7,766,187,331
766,7,767,186,531
767,7,768,187,620
768,7,769,186,685
769,7,770,189,1231
770,7,771,188,1556
771,7,772,186,1676
772,7,773,187,203
773,7,774,188,238
774,7,775,188,547
775,7,776,186,639
776,7,777,189,851
777,7,778,188,736
778,7,779,186,1392
779,7,780,190,40
780,7,781,189,392
781,7,782,189,577
782,7,783,189,769
783,7,784,190,786
784,7,785,190,1136
785,7,786,190,1414
786,7,787,190,495
787,7,788,190,670
788,7,789,191,753
789,7,790,191,834
790,7,791,190,1479
791,7,792,191,1525
792,7,793,192,75
793,7,794,191,1248
794,7,795,192,315
795,7,796,192,430
796,7,797,193,948
797,7,798,191,1042
798,7,799,193,1351
799,7,800,192,1451
800,7,801,191,1848
801,7,802,194,258
802,7,803,194,1029
803,7,804,194,1278
804,7,805,193,1323
805,7,806,193,1994
806,7,807,195,449
807,7,808,194,968
808,7,809,195,1178
809,7,810,196,139
810,7,811,192,1078
811,7,812,195,1215
812,7,813,196,340
813,7,814,196,815
814,7,815,197,878
815,7,816,197,894
816,7,817,197,1302
817,7,818,197,1586
818,7,819,197,604
819,7,820,198,1689
820,7,821,198,156
821,7,822,199,702
822,7,823,198,1006
823,7,824,200,50
824,7,825,195,170
825,7,826,200,187
826,7,827,199,286
827,7,828,200,512
828,7,829,199,590
829,7,830,199,1384
830,7,831,200,470
831,7,832,201,109
832,7,833,202,685
833,7,834,202,774
834,7,835,201,1487
835,7,836,201,1615
836,7,837,203,1773
837,7,838,203,363
838,7,839,202,1600
839,7,840,204,124
840,7,841,204,322
841,7,842,204,554
842,7,843,203,847
843,7,844,203,862
844,7,845,204,928
845,7,846,203,1262
846,7,847,204,1471
847,7,848,202,1546
848,7,849,204,97
849,7,850,205,484
850,7,851,205,1314
851,7,852,205,1416
852,7,853,205,1445
853,7,854,206,203
854,7,855,206,1031
855,7,856,206,1338
856,7,857,207,225
857,7,858,207,454
858,7,859,207,1054
859,7,860,206,1432
860,7,861,208,393
861,7,862,207,413
862,7,863,207,436
863,7,864,207,627
864,7,865,208,1151
865,7,866,208,1167
866,7,867,207,1978
867,7,868,208,714
868,7,869,209,1112
869,7,870,209,1368
870,7,871,209,1502
871,7,872,211,60
872,7,873,209,306
873,7,874,210,531
874,7,875,209,736
875,7,876,209,905
876,7,877,210,978
877,7,878,210,254
878,7,879,210,666
879,7,880,210,1230
880,7,881,210,1245
881,7,882,211,1396
882,7,883,211,1457
883,7,884,210,1570
884,7,885,211,1886
885,7,886,212,334
886,7,887,212,2000
887,7,888,214,1001
888,7,889,212,1291
889,7,890,213,1533
890,7,891,212,1785
891,7,892,213,694
892,7,893,214,1635
893,7,894,214,82
894,7,895,214,166
895,7,896,215,472
896,7,897,214,875
897,7,898,215,1073
898,7,899,214,1845
899,7,900,216,793
900,7,901,215,1213
901,7,902,215,1275
902,7,903,217,384
903,7,904,216,1176
904,7,905,217,498
905,7,906,218,641
906,7,907,218,773
907,7,908,218,1310
908,7,909,217,1519
909,7,910,219,113
910,7,911,219,239
911,7,912,219,513
912,7,913,219,596
913,7,914,220,38
914,7,915,219,572
915,7,916,220,1251
916,7,917,220,1408
917,7,918,220,187
918,7,919,221,289
919,7,920,219,849
920,7,921,221,1161
921,7,922,222,1233
922,7,923,220,1555
923,7,924,220,1595
924,7,925,221,1866
925,7,926,222,144
926,7,927,221,458
927,7,928,222,948
928,7,929,223,553
929,7,930,223,1581
930,7,931,223,264
931,7,932,224,1337
932,7,933,223,1424
933,7,934,224,678
934,7,935,225,755
935,7,936,224,888
936,7,937,224,963
937,7,938,225,1054
938,7,939,225,1262
939,7,940,225,1465
940,7,941,224,1888
941,7,942,225,321
942,7,943,225,416
943,7,944,226,1018
944,7,945,224,1355
945,7,946,225,1480
946,7,947,227,976
947,7,948,227,1504
948,7,949,227,444
949,7,950,227,804
950,7,951,227,1140
951,7,952,227,1171
952,7,953,227,1675
953,7,954,228,390
954,7,955,228,429
955,7,956,230,840
956,7,957,229,1301
957,7,958,229,1697
958,7,959,231,1366
959,7,960,229,1545
960,7,961,228,370
961,7,962,230,467
962,7,963,231,1288
963,7,964,231,692
964,7,965,231,786
965,7,966,231,936
966,7,967,232,1567
967,7,968,232,522
968,7,969,233,546
969,7,970,232,707
970,7,971,233,1250
971,7,972,233,1614
972,7,973,232,1744
973,7,974,233,1035
974,7,975,232,1102
975,7,976,234,1452
976,7,977,235,854
977,7,978,239,913
978,7,979,234,987
979,7,980,236,1237
980,7,981,236,248
981,7,982,236,580
982,7,983,236,1429
983,7,984,239,1513
984,7,985,237,1864
985,7,986,237,306
986,7,987,237,407
987,7,988,237,729
988,7,989,235,871
989,7,990,236,1217
990,7,991,236,1276
991,7,992,234,1396
992,7,993,237,1924
993,7,994,237,2005
994,7,995,238,37
995,7,996,238,344
996,7,997,230,480
997,7,998,237,770
998,7,999,238,926
999,7,1000,237,1160
1000,7,1001,239,1202
1001,7,1002,238,1597
1002,7,1003,240,191
1003,7,1004,239,453
1004,7,1005,238,598
1005,7,1006,239,1582
1006,7,1007,240,810
1007,7,1008,239,1004
1008,7,1009,240,1315
1009,7,1010,240,500
1010,7,1011,241,827
1011,7,1012,241,1145
1012,7,1013,240,1374
1013,7,1014,240,1913
1014,7,1015,245,91
1015,7,1016,241,274
1016,7,1017,241,391
1017,7,1018,241,512
1018,7,1019,238,537
1019,7,1020,241,895
1020,7,1021,241,1535
1021,7,1022,242,1552
1022,7,1023,241,1654
1023,7,1024,246,439
1024,7,1025,241,558
1025,7,1026,242,1061
1026,7,1027,240,1492
1027,7,1028,244,56
1028,7,1029,245,939
1029,7,1030,245,1342
1030,7,1031,245,425
1031,7,1032,246,172
1032,7,1033,246,643
1033,7,1034,246,1714
1034,7,1035,245,1785
1035,7,1036,247,659
1036,7,1037,247,857
1037,7,1038,247,1189
1038,7,1039,246,1294
1039,7,1040,247,150
1040,7,1041,248,376
1041,7,1042,247,486
1042,7,1043,248,675
1043,7,1044,250,698
1044,7,1045,248,1115
1045,7,1046,247,1411
1046,7,1047,249,23
1047,7,1048,251,249
1048,7,1049,249,743
1049,7,1050,248,786
1050,7,1051,248,957
1051,7,1052,250,524
1052,7,1053,249,1079
1053,7,1054,249,1438
1054,7,1055,250,570
1055,7,1056,251,873
1056,7,1057,252,120
1057,7,1058,251,326
1058,7,1059,251,844
1059,7,1060,252,1770
1060,7,1061,251,1962
1061,7,1062,253,1131
1062,7,1063,252,1520
1063,7,1064,253,1629
1064,7,1065,254,1690
1065,7,1066,255,291
1066,7,1067,253,398
1067,7,1068,254,624
1068,7,1069,254,969
1069,7,1070,254,1019
1070,7,1071,254,1561
1071,7,1072,254,1575
1072,7,1073,252,458
1073,7,1074,255,472
1074,7,1075,254,606
1075,7,1076,253,988
1076,7,1077,254,1390
1077,7,1078,255,548
1078,7,1079,255,731
1079,7,1080,256,1215
1080,7,1081,251,1258
1081,7,1082,256,1667
1082,7,1083,256,1148
1083,7,1084,256,1273
1084,7,1085,257,1322
1085,7,1086,256,1488
1086,7,1087,257,1599
1087,7,1088,257,1802
1088,7,1089,257,1847
1089,7,1090,258,45
1090,7,1091,257,264
1091,7,1092,257,507
1092,7,1093,258,588
1093,7,1094,257,716
1094,7,1095,257,756
1095,7,1096,258,186
1096,7,1097,257,1237
1097,7,1098,258,1426
1098,7,1099,258,1548
1099,7,1100,260,360
1100,7,1101,259,824
1101,7,1102,259,1097
1102,7,1103,262,1286
1103,7,1104,263,1372
1104,7,1105,261,1533
1105,7,1106,260,415
1106,7,1107,261,535
1107,7,1108,260,804
1108,7,1109,261,859
1109,7,1110,261,1040
1110,7,1111,261,1504
1111,7,1112,262,339
1112,7,1113,261,493
1113,7,1114,262,1976
1114,7,1115,260,224
1115,7,1116,262,1192
1116,7,1117,263,1334
1117,7,1118,263,1732
1118,7,1119,264,568
1119,7,1120,264,1174
1120,7,1121,264,1404
1121,7,1122,264,1442
1122,7,1123,264,147
1123,7,1124,265,640
1124,7,1125,264,670
1125,7,1126,264,1460
1126,7,1127,265,1476
1127,7,1128,266,90
1128,7,1129,266,463
1129,7,1130,266,519
1130,7,1131,266,1962
1131,7,1132,265,2012
1132,7,1133,266,204
1133,7,1134,267,399
1134,7,1135,266,478
1135,7,1136,267,1360
1136,7,1137,266,1417
1137,7,1138,267,1905
1138,7,1139,267,1994
1139,7,1140,267,303
1140,7,1141,267,941
1141,7,1142,268,1118
1142,7,1143,267,1303
1143,7,1144,267,1346
1144,7,1145,268,161
1145,7,1146,270,190
1146,7,1147,270,322
1147,7,1148,268,437
1148,7,1149,269,579
1149,7,1150,269,1225
1150,7,1151,268,382
1151,7,1152,269,606
1152,7,1153,272,994
1153,7,1154,269,1859
1154,7,1155,268,22
1155,7,1156,271,122
1156,7,1157,271,278
1157,7,1158,270,721
1158,7,1159,271,1772
1159,7,1160,271,57
1160,7,1161,272,879
1161,7,1162,272,914
1162,7,1163,271,1553
1163,7,1164,277,261
1164,7,1165,272,1201
1165,7,1166,273,1492
1166,7,1167,272,1519
1167,7,1168,271,1577
1168,7,1169,274,368
1169,7,1170,274,689
1170,7,1171,272,735
1171,7,1172,273,973
1172,7,1173,273,1017
1173,7,1174,275,1318
1174,7,1175,273,1673
1175,7,1176,274,756
1176,7,1177,279,1104
1177,7,1178,274,1249
1178,7,1179,275,1427
1179,7,1180,274,1540
1180,7,1181,275,1565
1181,7,1182,276,496
1182,7,1183,276,1082
1183,7,1184,278,1441
1184,7,1185,275,1827
1185,7,1186,275,2040
1186,7,1187,277,172
1187,7,1188,276,353
1188,7,1189,277,403
1189,7,1190,277,467
1190,7,1191,277,652
1191,7,1192,276,1264
1192,7,1193,278,235
1193,7,1194,278,335
1194,7,1195,278,422
1195,7,1196,277,531
1196,7,1197,278,1054
1197,7,1198,276,1159
1198,7,1199,277,1213
1199,7,1200,278,1389
1200,7,1201,277,1975
1201,7,1202,279,213
1202,7,1203,278,863
1203,7,1204,279,1142
1204,7,1205,279,1640
1205,7,1206,278,625
1206,7,1207,279,1355
1207,7,1208,281,4
1208,7,1209,281,134
1209,7,1210,280,575
1210,7,1211,281,1031
1211,7,1212,281,1186
1212,7,1213,281,1276
1213,7,1214,282,281
1214,7,1215,282,1289
1215,7,1216,281,1591
1216,7,1217,282,1927
1217,7,1218,283,199
1218,7,1219,283,1407
1219,7,1220,285,1703
1220,7,1221,283,1762
1221,7,1222,284,30
1222,7,1223,283,456
1223,7,1224,284,1455
1224,7,1225,284,1504
1225,7,1226,284,376
1226,7,1227,284,443
1227,7,1228,285,514
1228,7,1229,285,558
1229,7,1230,285,600
1230,7,1231,285,765
1231,7,1232,284,812
1232,7,1233,285,876
1233,7,1234,285,1335
1234,7,1235,284,1779
1235,7,1236,286,752
1236,7,1237,285,1123
1237,7,1238,287,65
1238,7,1239,287,476
1239,7,1240,286,1546
1240,7,1241,286,103
1241,7,1242,290,147
1242,7,1243,286,304
1243,7,1244,285,670
1244,7,1245,287,777
1245,7,1246,288,1240
1246,7,1247,289,718
1247,7,1248,289,1221
1248,7,1249,290,169
1249,7,1250,288,952
1250,7,1251,288,1531
1251,7,1252,290,1574
1252,7,1253,291,362
1253,7,1254,290,535
1254,7,1255,291,384
1255,7,1256,289,408
1256,7,1257,291,899
1257,7,1258,291,2029
1258,7,1259,292,341
1259,7,1260,292,792
1260,7,1261,292,1009
1261,7,1262,292,1303
1262,7,1263,292,1478
1263,7,1264,292,420
1264,7,1265,293,1171
1265,7,1266,294,1359
1266,7,1267,295,1616
1267,7,1268,294,243
1268,7,1269,294,1375
1269,7,1270,293,1560
1270,7,1271,293,1994
1271,7,1272,295,271
1272,7,1273,295,985
1273,7,1274,295,1421
1274,7,1275,296,184
1275,7,1276,296,495
1276,7,1277,296,727
1277,7,1278,297,743
1278,7,1279,296,883
